TABLE_NAME,FIELD_NAME,FIELD_ALIAS,FIELD_DESCRIPTION,FIELD_UNIT,FIELD_CODETYPE,UNIT_SYSTEM
ANALYSIS_DIS_CRCP,LONG_CRACK_L,Longitudinal Crack Length,Total length of longitudinal cracking.,m,,Metric
ANALYSIS_DIS_CRCP,LONG_CRACK_L_L,Low Severity Longitudinal Crack Length,"Length of high severity longitudinal cracking. (Crack widths less than 3 mm, no spalling or measurable faulting.)",m,,Metric
ANALYSIS_DIS_CRCP,LONG_CRACK_L_M,Medium Severity Longitudinal Crack Length,Length of moderate severity longitudinal cracking. (Crack widths between 3 and 13 mm or spalling less than 75 mm or faulting up to 13 mm.),m,,Metric
ANALYSIS_DIS_CRCP,LONG_CRACK_L_H,High Severity Longitudinal Crack Length,Length of high severity longitudinal cracking. (Crack widths greater than 13 mm or spalling greater than 75 mm or faulting greater than 13 mm.),m,,Metric
ANALYSIS_DIS_CRCP,LONG_CRACK_SEAL_L,Well Sealed Longitudinal Crack Length,Total length of well sealed longitudinal cracking.,m,,Metric
ANALYSIS_DIS_CRCP,LONG_CRACK_SEAL_L_L,Low Severity Well Sealed Longitudinal Crack Length,"Length of well sealed, low severity longitudinal cracking. (Crack widths less than 3 mm, no spalling or measurable faulting.)",m,,Metric
ANALYSIS_DIS_CRCP,LONG_CRACK_SEAL_L_M,Medium Severity Well Sealed Longitudinal Crack Length,"Length of well sealed, moderate severity longitudinal cracking. (Crack widths between 3 and 13 mm or spalling less than 75 mm or faulting up to 13 mm.)",m,,Metric
ANALYSIS_DIS_CRCP,LONG_CRACK_SEAL_L_H,High Severity Well Sealed Longitudinal Crack Length,"Length of well sealed, high severity longitudinal cracking. (Crack widths greater than 13 mm or spalling greater than 75 mm or faulting greater than 13 mm.)",m,,Metric
ANALYSIS_DIS_CRCP,LONG_JT_SEAL_DAM_L,Low Severity Joint Seal Damage Longitudinal Joint Length,Length of sealed longitudinal joints with joint seal damage.,m,,Metric
ANALYSIS_DIS_CRCP,LONG_JT_SEAL_NO,Sealed Longitudinal Joints Number,Number of longitudinal joints that have been sealed.,,,
ANALYSIS_DIS_CRCP,TRANS_CRACK_L,Transverse Crack Length,Total length of transverse cracking.,m,,Metric
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_L,Low Severity Transverse Crack Length,Length of low severity transverse cracking. (Spalling along no more than 10 percent of the crack length.),m,,Metric
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_M,Medium Severity Transverse Crack Length,Length of moderate severity transverse cracking. (Spalling of at least 10 percent but no more than 50 percent of the crack length.),m,,Metric
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_H,High Severity Transverse Crack Length,Length of high severity transverse cracking. (Spalling along more than 50 percent of the crack length.),m,,Metric
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO,Transverse Crack Number,Total number of transverse cracks.,,,
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO_L,Low Severity Transverse Crack Number,Number of low severity transverse cracks. (No spalling exceeding 10 percent of length).,,,
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO_M,Medium Severity Transverse Crack Number,Number of moderate severity (spalling of at least 10 percent but no more than 50 percent) transverse cracks.,,,
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO_H,High Severity Transverse Crack Number,Number of high severity (greater than 50 percent spalled) transverse cracks.,,,
ANALYSIS_DIS_CRCP,SCALING_A,Scaling Area,Area of scaling (deterioration of upper slab surface between 3 and 13 mm).,sq m,,Metric
ANALYSIS_DIS_CRCP,SCALING_NO,Scaling Number,Number of areas with scaling.,,,
ANALYSIS_DIS_CRCP,POLISH_AGG_A,Polished Aggregate Area,Area of polished aggregate (surface worn away to expose coarse aggregate).,sq m,,Metric
ANALYSIS_DIS_CRCP,BLOWUPS_NO,Blowups Number,Number of blowups.,,,
ANALYSIS_DIS_CRCP,PUMPING_L,Pumping and Bleeding Length,Length of pavement affected by water bleeding and pumping.,m,,Metric
ANALYSIS_DIS_CRCP,PUMPING_NO,Pumping and Bleeding Number,Number of occurrences of water bleeding and pumping.,,,
ANALYSIS_DIS_CRCP,MAP_CRACK_A,Map Cracking Area,Area of map cracking (surface cracks).,sq m,,Metric
ANALYSIS_DIS_CRCP,MAP_CRACK_NO,Map Cracking Number,Number of map cracking areas.,,,
ANALYSIS_DIS_CRCP,CONST_JOINT_NO,Construction Joint Number,Total number of construction joint deterioration areas.,,,
ANALYSIS_DIS_CRCP,CONST_JOINT_NO_L,Low Severity Construction Joint Number,Number of low severity transverse construction joint deterioration areas. (No spalling within .6 m of joint.),,,
ANALYSIS_DIS_CRCP,CONST_JOINT_NO_M,Medium Severity Construction Joint Number,Number of moderate severity transverse construction joint deterioration areas. (Spalling less than 75 mm exists within .6 m of joint.),,,
ANALYSIS_DIS_CRCP,CONST_JOINT_NO_H,High Severity Construction Joint Number,Number of high severity transverse construction joint deterioration areas. (Spalling greater than 75 mm and breakup within .6 m of joint.),,,
ANALYSIS_DIS_CRCP,PATCH_FLEX_A,Flexible Patch Area,Total area of flexible patching showing distress of any type.,sq m,,Metric
ANALYSIS_DIS_CRCP,PATCH_FLEX_A_L,Low Severity Flexible Patch Area,"Area of flexible patching showing, at most, low severity distress of any type and no settlement at the perimeter.",sq m,,Metric
ANALYSIS_DIS_CRCP,PATCH_FLEX_A_M,Medium Severity Flexible Patch Area,Area of flexible patching showing moderate severity distress of any type or settlement of up to 6 mm at the perimeter.,sq m,,Metric
ANALYSIS_DIS_CRCP,PATCH_FLEX_A_H,High Severity Flexible Patch Area,Area of flexible patching showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,sq m,,Metric
ANALYSIS_DIS_CRCP,PATCH_FLEX_NO,Flexible Patch Number,Total number of flexible patches showing distress of any type.,,,
ANALYSIS_DIS_CRCP,PATCH_FLEX_NO_L,Low Severity Flexible Patch Number,"Number of flexible patches showing, at most, low severity distress of any type and no settlement at the perimeter.",,,
ANALYSIS_DIS_CRCP,PATCH_FLEX_NO_M,Medium Severity Flexible Patch Number,Number of flexible patches showing moderate severity distress of any type or settlement of up to 6 mm at the perimeter.,,,
ANALYSIS_DIS_CRCP,PATCH_FLEX_NO_H,High Severity Flexible Patch Number,Number of flexible patches showing high severity distress or settlement of 6 mm or more at the perimeter.,,,
ANALYSIS_DIS_CRCP,PATCH_RIGID_A,Rigid Patch Area,Total area of rigid patching showing distress of any type.,sq m,,Metric
ANALYSIS_DIS_CRCP,PATCH_RIGID_A_L,Low Severity Rigid Patch Area,"Area of rigid patching showing, at most, low severity distress of any type and no settlement at the perimeter.",sq m,,Metric
ANALYSIS_DIS_CRCP,PATCH_RIGID_A_M,Medium Severity Rigid Patch Area,Area of rigid patching showing moderate severity distress of any type or settlement of up to 6 mm at the perimeter.,sq m,,Metric
ANALYSIS_DIS_CRCP,PATCH_RIGID_A_H,High Severity Rigid Patch Area,Area of rigid patching showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,sq m,,Metric
ANALYSIS_DIS_CRCP,PATCH_RIGID_NO,Rigid Patch Number,Total number of rigid patches showing distress of any type.,,,
ANALYSIS_DIS_CRCP,PATCH_RIGID_NO_L,Low Severity Rigid Patch Number,"Number of rigid patches showing, at most, low severity distress of any type and no settlement at the perimeter.",,,
ANALYSIS_DIS_CRCP,PATCH_RIGID_NO_M,Medium Severity Rigid Patch Number,Number of rigid patches showing moderate severity distress of any type or settlement of up to 6 mm at the perimeter.,,,
ANALYSIS_DIS_CRCP,PATCH_RIGID_NO_H,High Severity Rigid Patch Number,Number of rigid patches showing high severity distress of any type or settlement of 6 mm or more at the perimeter.,,,
ANALYSIS_DIS_CRCP,PUNCHOUTS_NO,Punchouts Number,Total number of punch outs.,,,
ANALYSIS_DIS_CRCP,PUNCHOUTS_NO_L,Low Severity Punchouts Number,Number of low severity punch outs (tight cracks with spalling less than 75 mm or faulting less than 6 mm.),,,
ANALYSIS_DIS_CRCP,PUNCHOUTS_NO_M,Medium Severity Punchouts Number,Number of moderate severity punch outs (spalling of at least 75 mm but less than 150 mm and faulting of at least 6 mm but less than 13 mm.),,,
ANALYSIS_DIS_CRCP,PUNCHOUTS_NO_H,High Severity Punchouts Number,Number of high severity punch outs (spalling of at least 150 mm or concrete punched down at least 13 mm.),,,
ANALYSIS_DIS_CRCP,LONG_SPALLING_L,Longitudinal Joint Spalling Length,Total length of spalling of longitudinal joints.,m,,Metric
ANALYSIS_DIS_CRCP,LONG_SPALLING_L_L,Low Severity Longitudinal Joint Spalling Length,Length of low severity spalling of longitudinal joints. (Spalls less than 75 mm measured to center of joint with no loss of material.),m,,Metric
ANALYSIS_DIS_CRCP,LONG_SPALLING_L_M,Medium Severity Longitudinal Joint Spalling Length,Length of moderate severity spalling of longitudinal joints. (Spalls between 75 and 150 mm wide measured to center of joint with loss of material.),m,,Metric
ANALYSIS_DIS_CRCP,LONG_SPALLING_L_H,High Severity Longitudinal Joint Spalling Length,Length of high severity spalling of longitudinal joints. (Spalls greater than 150 mm measured to center of joint with loss of material.),m,,Metric
ANALYSIS_DIS_CRCP,OTHER,Other,Description of surface distress present but not otherwise accounted for by the survey.,,,
ANALYSIS_DIS_CRCP,MEPDG_PUNCHOUTS_CRCP_FLAG,MEPDG CRCP Punchouts Outlier Type,Flag indicating that the MEPDG punchouts count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,MEPDG_PUNCHOUTS_CRCP_FLAG_EXP,MEPDG CRCP Punchouts Outlier Type (Code Expansion),Flag indicating that the MEPDG punchouts count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,DURAB_CRACK_A_FLAG,Durability Crack Area Outlier Type,Flag indicating that the durability cracking area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,DURAB_CRACK_A_FLAG_EXP,Durability Crack Area Outlier Type (Code Expansion),Flag indicating that the durability cracking area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,DURAB_CRACK_NO_FLAG,Durability Crack Number Outlier Type,Flag indicating that the durability crack count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,DURAB_CRACK_NO_FLAG_EXP,Durability Crack Number Outlier Type (Code Expansion),Flag indicating that the durability crack count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,LONG_CRACK_L_FLAG,Longitudinal Crack Length Outlier Type,Flag indicating that the longitudinal cracking length is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,LONG_CRACK_L_FLAG_EXP,Longitudinal Crack Length Outlier Type (Code Expansion),Flag indicating that the longitudinal cracking length is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,LONG_CRACK_SEAL_L_FLAG,Well Sealed Longitudinal Crack Outlier Type,Flag indicating that the longitudinal cracking seal length is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,LONG_CRACK_SEAL_L_FLAG_EXP,Well Sealed Longitudinal Crack Outlier Type (Code Expansion),Flag indicating that the longitudinal cracking seal length is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,LONG_JT_SEAL_DAM_L_FLAG,Joint Seal Damage Longitudinal Joint Length Outlier Type,Flag indicating that the damaged well-sealed longitudinal joint area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,LONG_JT_SEAL_DAM_L_FLAG_EXP,Joint Seal Damage Longitudinal Joint Length Outlier Type (Code Expansion),Flag indicating that the damaged well-sealed longitudinal joint area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,LONG_JT_SEAL_NO_FLAG,Sealed Longitudinal Joints Number Outlier Type,Flag indicating that the damaged well-sealed longitudinal joint count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,LONG_JT_SEAL_NO_FLAG_EXP,Sealed Longitudinal Joints Number Outlier Type (Code Expansion),Flag indicating that the damaged well-sealed longitudinal joint count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_FLAG,Transverse Crack Length Outlier Type,Flag indicating that the transverse cracking length is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,TRANS_CRACK_L_FLAG_EXP,Transverse Crack Length Outlier Type (Code Expansion),Flag indicating that the transverse cracking length is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO_FLAG,Transverse Crack Number Outlier Type,Flag indicating that the transverse cracking count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,TRANS_CRACK_NO_FLAG_EXP,Transverse Crack Number Outlier Type (Code Expansion),Flag indicating that the transverse cracking count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,SCALING_A_FLAG,Scaling Area Outlier Type,Flag indicating that the scaling area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,SCALING_A_FLAG_EXP,Scaling Area Outlier Type (Code Expansion),Flag indicating that the scaling area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,SCALING_NO_FLAG,Scaling Number Outlier Type,Flag indicating that the scaling count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,SCALING_NO_FLAG_EXP,Scaling Number Outlier Type (Code Expansion),Flag indicating that the scaling count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,POLISH_AGG_A_FLAG,Polished Aggregate Area Outlier Type,Flag indicating that the polished aggregate area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,POLISH_AGG_A_FLAG_EXP,Polished Aggregate Area Outlier Type (Code Expansion),Flag indicating that the polished aggregate area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,BLOWUPS_NO_FLAG,Blowups Number Outlier Type,Flag indicating that the blowups count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,BLOWUPS_NO_FLAG_EXP,Blowups Number Outlier Type (Code Expansion),Flag indicating that the blowups count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,PUMPING_L_FLAG,Pumping Length Outlier Type,Flag indicating that the pumping count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,PUMPING_L_FLAG_EXP,Pumping Length Outlier Type (Code Expansion),Flag indicating that the pumping count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,PUMPING_NO_FLAG,Pumping Number Outlier Type,Flag indicating that the MEPDG Punchouts count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,PUMPING_NO_FLAG_EXP,Pumping Number Outlier Type (Code Expansion),Flag indicating that the MEPDG Punchouts count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,MAP_CRACK_A_FLAG,Map Cracking Area Outlier Type,Flag indicating that the map cracking area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,MAP_CRACK_A_FLAG_EXP,Map Cracking Area Outlier Type (Code Expansion),Flag indicating that the map cracking area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,MAP_CRACK_NO_FLAG,Map Cracking Number Outlier Type,Flag indicating that the map cracking count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,MAP_CRACK_NO_FLAG_EXP,Map Cracking Number Outlier Type (Code Expansion),Flag indicating that the map cracking count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,CONST_JOINT_NO_FLAG,Construction Joint Number Outlier Type,Flag indicating that the construction joint deterioration count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,CONST_JOINT_NO_FLAG_EXP,Construction Joint Number Outlier Type (Code Expansion),Flag indicating that the construction joint deterioration count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,PATCH_FLEX_A_FLAG,Flexible Patch Area Outlier Type,Flag indicating that the flex patch area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,PATCH_FLEX_A_FLAG_EXP,Flexible Patch Area Outlier Type (Code Expansion),Flag indicating that the flex patch area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,PATCH_FLEX_NO_FLAG,Flexible Patch Number Outlier Type,Flag indicating that the flex patch count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,PATCH_FLEX_NO_FLAG_EXP,Flexible Patch Number Outlier Type (Code Expansion),Flag indicating that the flex patch count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,PATCH_RIGID_A_FLAG,Rigid Patch Area Outlier Type,Flag indicating that the rigid patch area is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,PATCH_RIGID_A_FLAG_EXP,Rigid Patch Area Outlier Type (Code Expansion),Flag indicating that the rigid patch area is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,PATCH_RIGID_NO_FLAG,Rigid Patch Number Outlier Type,Flag indicating that the rigid patch count is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,PATCH_RIGID_NO_FLAG_EXP,Rigid Patch Number Outlier Type (Code Expansion),Flag indicating that the rigid patch count is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,HPMS16_CRACKING_PERCENT_CRCP_FLAG,2016 HPMS CRCP Cracking Percentage Outlier Type,Flag indicating that the HPMS16 cracking percent is a potential anomaly.,,PERFORMANCE_FLAG,
ANALYSIS_DIS_CRCP,HPMS16_CRACKING_PERCENT_CRCP_FLAG_EXP,2016 HPMS CRCP Cracking Percentage Outlier Type (Code Expansion),Flag indicating that the HPMS16 cracking percent is a potential anomaly. (Code Expansion),,,
ANALYSIS_DIS_CRCP,PUNCHOUTS_NO_FLAG,Punchouts Number Outlier Type,Flag indicating that the punchout count is a potential anomaly.,,PERFORMANCE_FLAG,
